classical_mean,quantum_mean,mean_diff,ci_low,ci_high,cohens_d,nb_t_stat,nb_p_raw,wilcoxon_p_raw,modal_reps,modal_entanglement,arch_agreement_rate,classical_balanced_mean,quantum_balanced_mean,balanced_mean_diff,dataset,encoding,seed,nb_p_holm,significant
0.966,0.828,-0.13799999999999998,-0.2656144825625477,-0.010385517437452252,-1.2018948377505319,-2.2318626834933792,0.03522080632872626,7.66147176187733e-05,1,full,0.92,0.966,0.828,-0.138,iris_hard,zz,2024,0.7396369329032515,False
0.9740000000000001,0.8220000000000001,-0.15199999999999997,-0.25151401766983694,-0.05248598233016298,-1.6976442035938628,-3.1524461449067425,0.0043082834915764145,3.626114223859099e-05,1,full,0.68,0.9740000000000001,0.8220000000000001,-0.15200000000000002,iris_hard,zz,99,0.10339880379783395,False
0.968,0.7460000000000001,-0.22200000000000003,-0.36822275847884445,-0.07577724152115564,-1.6874283807623407,-3.1334758381521794,0.004509730427290304,2.630009590639327e-05,1,linear,0.96,0.968,0.7460000000000001,-0.22199999999999986,iris_hard,pauli,42,0.10372379982767699,False
0.966,0.75,-0.21599999999999997,-0.32447254743246573,-0.1075274525675342,-2.213203044579379,-4.109814878176485,0.0003990820043320298,1.1456232286307817e-05,1,linear,0.96,0.966,0.75,-0.21599999999999997,iris_hard,pauli,7,0.013568788147289013,True
0.964,0.738,-0.22599999999999998,-0.3612890361209574,-0.09071096387904254,-1.8566634321040756,-3.447737439055321,0.002096188910741814,1.7561882715636246e-05,1,linear,0.92,0.964,0.7380000000000001,-0.22599999999999987,iris_hard,pauli,123,0.0560400339711733,False
0.966,0.752,-0.21400000000000002,-0.3173702105954293,-0.11062978940457076,-2.300942254841613,-4.2727425013868165,0.00026396158624897303,1.6575368579562036e-05,1,linear,0.96,0.966,0.752,-0.21399999999999997,iris_hard,pauli,2024,0.00950261710496303,True
0.9740000000000001,0.7160000000000001,-0.25799999999999995,-0.40209525284554787,-0.11390474715445204,-1.9900197192227485,-3.695373847400701,0.0011333327310278918,1.1754087425064517e-05,1,linear,0.88,0.9740000000000001,0.716,-0.2580000000000001,iris_hard,pauli,99,0.03286664919980886,True
1.0,0.9666666666666667,-0.033333333333333326,-0.07611280935873183,0.00944614269206518,-0.8660254037844386,-1.6081688022566922,0.12087553963938613,0.00025647850921291313,1,none,1.0,1.0,0.9665714285714287,-0.03342857142857125,digits_4v9,z,42,1.0,False
1.0,0.9666666666666666,-0.033333333333333326,-0.06541794035238221,-0.0012487263142844443,-1.1547005383792515,-2.14422506967559,0.04235119817142485,0.00019356095064751474,1,none,0.96,1.0,0.9668214285714286,-0.03317857142857139,digits_4v9,z,7,0.8470239634284971,False
1.0,0.9720000000000002,-0.027999999999999994,-0.057638490398865955,0.001638490398865971,-1.05,-1.9498010508590446,0.06297611435797901,0.00043231090200239784,1,none,1.0,1.0,0.9716190476190476,-0.028380952380952396,digits_4v9,z,123,1.0,False
